text,label
Infosys posts record profits of INR 4974 crore.,positive
Hindustan Unilever stock plunges 12% amid concerns over debt levels.,negative
Regulatory action against Adani Ports triggers sell-off.,negative
Market participants await Axis Bank quarterly results.,neutral
JSW Steel reports robust performance with revenue of INR 1479 crore in Q3.,positive
Bajaj Finance reports a 7% rise in quarterly revenue.,positive
Shares of ICICI Bank trade flat amid mixed market sentiment.,neutral
Titan Company completes successful acquisition of Energy Solutions.,positive
Bajaj Finance faces regulatory investigation over irregularities.,negative
Kotak Mahindra Bank announces leadership changes in key divisions.,neutral
HDFC Bank stock hits 52-week high on strong demand.,positive
Asian Paints beats market expectations with 26% profit growth.,positive
Titan Company reports robust performance with revenue of INR 1363 crore in Q2.,positive
ITC faces legal challenges impacting market confidence.,negative
Shares of Axis Bank surge after strong Q1 results.,positive
Adani Ports faces regulatory investigation over irregularities.,negative
Analysts upgrade ITC on improved growth outlook.,positive
Analysts downgrade Mahindra & Mahindra citing poor performance.,negative
Hindustan Unilever introduces a new product line in the domestic market.,neutral
Shares of Reliance Industries fall after weak Q2 results.,negative
Analysts upgrade ITC on improved growth outlook.,positive
Titan Company misses earnings estimates with 11% drop in profit.,negative
Hindustan Unilever announces leadership changes in key divisions.,neutral
Market participants await Cipla quarterly results.,neutral
Shares of Bajaj Finance surge after strong Q3 results.,positive
Adani Ports faces legal challenges impacting market confidence.,negative
Maruti Suzuki announces leadership changes in key divisions.,neutral
Axis Bank schedules board meeting for Q1.,neutral
Dr. Reddy's announces organizational restructuring.,neutral
Bajaj Finance announces organizational restructuring.,neutral
Analysts upgrade ITC on improved growth outlook.,positive
HDFC Bank completes acquisition of Tech Solutions.,neutral
Hindustan Unilever stock plunges 10% amid concerns over debt levels.,negative
JSW Steel posts losses of INR 677 crore this quarter.,negative
Bajaj Finance stock hits 52-week high on strong demand.,positive
Dr. Reddy's announces leadership changes in key divisions.,neutral
Mahindra & Mahindra reports a 14% decline in net profit.,negative
Tech Mahindra reports a 19% decline in net profit.,negative
Market participants await TCS quarterly results.,neutral
Wipro announces organizational restructuring.,neutral
Analysts upgrade Hindustan Unilever on improved growth outlook.,positive
Cipla announces 14% increase in dividend payout.,positive
HCL Technologies completes successful acquisition of Industrial Group.,positive
Shares of Maruti Suzuki fall after weak Q1 results.,negative
Market participants await Mahindra & Mahindra quarterly results.,neutral
Analysts downgrade ITC citing poor performance.,negative
Sun Pharma faces legal challenges impacting market confidence.,negative
Asian Paints completes acquisition of Logistics Inc.,neutral
Reliance Industries posts record profits of INR 3446 crore.,positive
Kotak Mahindra Bank completes acquisition of Logistics Inc.,neutral
Sun Pharma announces 7% increase in dividend payout.,positive
Analysts upgrade TCS on improved growth outlook.,positive
Power Grid faces legal challenges impacting market confidence.,negative
Shares of Bajaj Finance trade flat amid mixed market sentiment.,neutral
Regulatory action against Maruti Suzuki triggers sell-off.,negative
Titan Company reports a 18% decline in net profit.,negative
Investors exit Reliance Industries after disappointing Q1 guidance.,negative
JSW Steel announces organizational restructuring.,neutral
Sun Pharma announces leadership changes in key divisions.,neutral
Shares of HCL Technologies trade flat amid mixed market sentiment.,neutral
Shares of JSW Steel trade flat amid mixed market sentiment.,neutral
Investors cheer as Bharti Airtel secures major contract worth INR 3014 crore.,positive
Cipla schedules board meeting for Q3.,neutral
SBI posts record profits of INR 4121 crore.,positive
Tech Mahindra schedules board meeting for Q3.,neutral
HCL Technologies stock hits 52-week high on strong demand.,positive
Investors cheer as Infosys secures major contract worth INR 2676 crore.,positive
Shares of Cipla surge after strong Q3 results.,positive
Shares of Hindustan Unilever trade flat amid mixed market sentiment.,neutral
Hindustan Unilever stock plunges 17% amid concerns over debt levels.,negative
Shares of UltraTech Cement fall after weak Q1 results.,negative
Bharti Airtel stock plunges 12% amid concerns over debt levels.,negative
Cipla stock plunges 21% amid concerns over debt levels.,negative
UltraTech Cement completes acquisition of Logistics Inc.,neutral
Dr. Reddy's reports robust performance with revenue of INR 1038 crore in Q2.,positive
Investors cheer as Sun Pharma secures major contract worth INR 1817 crore.,positive
Dr. Reddy's schedules board meeting for Q1.,neutral
Asian Paints schedules board meeting for Q1.,neutral
Mahindra & Mahindra reports a 14% rise in quarterly revenue.,positive
Adani Ports announces organizational restructuring.,neutral
TCS reports a 13% decline in net profit.,negative
Analysts upgrade Sun Pharma on improved growth outlook.,positive
Analysts upgrade Dr. Reddy's on improved growth outlook.,positive
Shares of Adani Ports trade flat amid mixed market sentiment.,neutral
Kotak Mahindra Bank faces regulatory investigation over irregularities.,negative
Hindustan Unilever reports robust performance with revenue of INR 614 crore in Q1.,positive
HDFC Bank completes acquisition of Energy Solutions.,neutral
SBI reports a 24% decline in net profit.,negative
Kotak Mahindra Bank stock plunges 14% amid concerns over debt levels.,negative
Tata Motors posts losses of INR 2034 crore this quarter.,negative
Reliance Industries reports a 20% decline in net profit.,negative
Mahindra & Mahindra announces leadership changes in key divisions.,neutral
Shares of JSW Steel fall after weak Q4 results.,negative
Mahindra & Mahindra introduces a new product line in the domestic market.,neutral
Sun Pharma faces regulatory investigation over irregularities.,negative
Tata Motors misses earnings estimates with 23% drop in profit.,negative
"Tata Motors Demerger: How The 1:1 Share Split Works, Record Date, Analysts’ Strategy Tips. Tata Motors Demerger Record Date: Tata Motors has fixed October 14 as record date for its upcoming demerger; Key points for investors",positive
UltraTech Cement faces regulatory investigation over irregularities.,negative
Asian Paints completes acquisition of Capital Ltd.,neutral
ICICI Bank stock hits 52-week high on strong demand.,positive
HCL Technologies posts losses of INR 1038 crore this quarter.,negative
ICICI Bank completes successful acquisition of Digital Services.,positive
Dr. Reddy's faces legal challenges impacting market confidence.,negative
HDFC Bank misses earnings estimates with 21% drop in profit.,negative
Power Grid announces organizational restructuring.,neutral
Analysts downgrade Power Grid citing poor performance.,negative
Asian Paints posts record profits of INR 1540 crore.,positive
Investors exit SBI after disappointing Q2 guidance.,negative
Hindustan Unilever faces legal challenges impacting market confidence.,negative
Mahindra & Mahindra completes acquisition of Energy Solutions.,neutral
Tata Motors misses earnings estimates with 25% drop in profit.,negative
Titan Company beats market expectations with 17% profit growth.,positive
Shares of UltraTech Cement trade flat amid mixed market sentiment.,neutral
Analysts downgrade Tech Mahindra citing poor performance.,negative
Regulatory action against ITC triggers sell-off.,negative
Investors exit SBI after disappointing Q3 guidance.,negative
Axis Bank completes successful acquisition of Digital Services.,positive
Investors cheer as Reliance Industries secures major contract worth INR 3056 crore.,positive
SBI schedules board meeting for Q2.,neutral
Reliance Industries reports a 11% decline in net profit.,negative
Infosys completes acquisition of Tech Solutions.,neutral
Shares of Axis Bank trade flat amid mixed market sentiment.,neutral
HDFC Bank stock plunges 16% amid concerns over debt levels.,negative
UltraTech Cement reports robust performance with revenue of INR 683 crore in Q4.,positive
Market participants await ICICI Bank quarterly results.,neutral
Axis Bank completes acquisition of Industrial Group.,neutral
Wipro faces legal challenges impacting market confidence.,negative
Shares of Tech Mahindra surge after strong Q4 results.,positive
Analysts downgrade Asian Paints citing poor performance.,negative
Market participants await Sun Pharma quarterly results.,neutral
Adani Ports schedules board meeting for Q1.,neutral
Kotak Mahindra Bank beats market expectations with 34% profit growth.,positive
Power Grid schedules board meeting for Q1.,neutral
ITC stock hits 52-week high on strong demand.,positive
HDFC Bank announces organizational restructuring.,neutral
Shares of Asian Paints trade flat amid mixed market sentiment.,neutral
Sun Pharma posts record profits of INR 1526 crore.,positive
Maruti Suzuki introduces a new product line in the domestic market.,neutral
Kotak Mahindra Bank completes successful acquisition of Tech Solutions.,positive
